### HEADER for file 'data.log', written on 11/03/18
0000000018	000000	02	00	0000001105
0000000018	000000	02	01	0000000615
0000000018	000000	02	02	0000000724
0000000018	000000	02	03	0000001452
0000000018	000000	02	04	0000000723
0000000018	000000	02	05	0000001030
0000000018	000000	02	06	0000001155
0000000018	000000	02	07	0000000407
0000000018	000000	02	08	0000000840
0000000018	000000	02	09	0000001177
0000000018	000000	02	10	0000000819
0000000018	000000	02	11	0000000853
0000000018	000000	02	12	0000001719
0000000018	000000	02	13	0000001022
0000000018	000000	02	14	0000001141
0000000018	000000	02	15	0000001654
0000000018	000000	02	16	0000001028
0000000018	000000	02	17	0000001254
0000000018	000000	02	18	0000001215
0000000018	000000	02	19	0000000617
0000000018	000000	02	20	0000001219
0000000018	000000	02	21	0000001577
0000000018	000000	02	22	0000000838
0000000018	000000	02	23	0000001243
0000000018	000000	02	24	0000001058
0000000018	000000	02	25	0000000573
0000000018	000000	02	26	0000001109
0000000018	000000	02	27	0000001111
0000000018	000000	02	28	0000000499
0000000018	000000	02	29	0000000833
0000000019	000001	02	00	0000001164
0000000019	000001	02	01	0000000631
0000000019	000001	02	02	0000000806
0000000019	000001	02	03	0000001399
0000000019	000001	02	04	0000000655
0000000019	000001	02	05	0000001004
0000000019	000001	02	06	0000001128
0000000019	000001	02	07	0000000371
0000000019	000001	02	08	0000000827
0000000019	000001	02	09	0000001207
0000000019	000001	02	10	0000000782
0000000019	000001	02	11	0000000910
0000000019	000001	02	12	0000001734
0000000019	000001	02	13	0000000990
0000000019	000001	02	14	0000001132
0000000019	000001	02	15	0000001677
0000000019	000001	02	16	0000001009
0000000019	000001	02	17	0000001221
0000000019	000001	02	18	0000001098
0000000019	000001	02	19	0000000659
0000000019	000001	02	20	0000001162
0000000019	000001	02	21	0000001534
0000000019	000001	02	22	0000000814
0000000019	000001	02	23	0000001186
0000000019	000001	02	24	0000001066
0000000019	000001	02	25	0000000600
0000000019	000001	02	26	0000001094
0000000019	000001	02	27	0000001185
0000000019	000001	02	28	0000000614
0000000019	000001	02	29	0000000803
0000000020	000002	02	00	0000001198
0000000020	000002	02	01	0000000582
0000000020	000002	02	02	0000000862
0000000020	000002	02	03	0000001436
0000000020	000002	02	04	0000000745
0000000020	000002	02	05	0000001062
