Format Version,1.23,Take Name,1.862v_take2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-04-03 12.30.02.756 AM,Total Frames in Take,43235,Total Exported Frames,43235,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 3510,Unlabeled 3510,Unlabeled 3510,Unlabeled 3511,Unlabeled 3511,Unlabeled 3511,Unlabeled 3512,Unlabeled 3512,Unlabeled 3512,Unlabeled 3513,Unlabeled 3513,Unlabeled 3513,Unlabeled 3514,Unlabeled 3514,Unlabeled 3514
,ID,"D8AB0","D8AB0","D8AB0","D8AD0","D8AD0","D8AD0","D8B40","D8B40","D8B40","D8B50","D8B50","D8B50","D8B60","D8B60","D8B60"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6914,57.616667,0.116645,0.059865,-0.494991,0.482970,0.065235,-0.612615,,,,,,,,,
6915,57.625000,0.116657,0.059850,-0.494940,0.482869,0.065212,-0.612725,,,,,,,,,
6916,57.633333,0.116659,0.059944,-0.494885,0.482868,0.065261,-0.612709,,,,,,,,,
6917,57.641667,0.116667,0.059975,-0.494797,0.482943,0.065311,-0.612588,,,,,,,,,
6918,57.650000,0.116647,0.059940,-0.494885,0.482721,0.065183,-0.612891,,,,,,,,,
6919,57.658333,0.116642,0.059875,-0.494968,0.482699,0.065120,-0.612945,,,,,,,,,
6920,57.666667,0.116662,0.059853,-0.494935,0.482989,0.065260,-0.612535,,,,,,,,,
6921,57.675000,0.116648,0.059888,-0.494810,0.482862,0.065222,-0.612672,,,,,,,,,
6922,57.683333,0.116651,0.059894,-0.494929,0.482845,0.065154,-0.612785,,,,,,,,,
6923,57.691667,0.116669,0.059962,-0.494949,0.482909,0.065277,-0.612667,,,,,,,,,
6924,57.700000,0.116676,0.059992,-0.494877,0.482717,0.065220,-0.612864,,,,,,,,,
6925,57.708333,0.116653,0.059949,-0.494910,0.482714,0.065181,-0.612887,,,,,,,,,
6926,57.716667,0.116638,0.059877,-0.494959,0.483004,0.065300,-0.612549,,,,,,,,,
6927,57.725000,0.116650,0.059831,-0.494965,0.482878,0.065205,-0.612724,,,,,,,,,
6928,57.733333,0.116648,0.059895,-0.494945,0.482825,0.065229,-0.612748,,,,,,,,,
6929,57.741667,0.116651,0.059875,-0.494904,0.482881,0.065232,-0.612642,,,,,,,,,
6930,57.750000,0.116678,0.059964,-0.494928,0.483007,0.065329,-0.612498,,,,,,,,,
6931,57.758333,0.116655,0.059993,-0.494873,0.482715,0.065209,-0.612896,,,,,,,,,
6932,57.766667,0.116622,0.059895,-0.494828,0.482995,0.065309,-0.612506,,,,,,,,,
6933,57.775000,0.116670,0.059894,-0.494915,0.482887,0.065252,-0.612667,,,,,,,,,
6934,57.783333,0.116676,0.059912,-0.494972,0.482853,0.065249,-0.612766,,,,,,,,,
6935,57.791667,0.116651,0.059807,-0.494988,0.482919,0.065159,-0.612780,,,,,,,,,
6936,57.800000,0.116662,0.059837,-0.494909,0.483012,0.065286,-0.612529,,,,,,,,,
6937,57.808333,0.116690,0.059992,-0.494862,0.482744,0.065223,-0.612839,,,,,,,,,
6938,57.816667,0.116664,0.059980,-0.494881,0.483023,0.065342,-0.612449,,,,,,,,,
6939,57.825000,0.116642,0.059909,-0.494904,0.482877,0.065230,-0.612712,,,,,,,,,
6940,57.833333,0.116616,0.059973,-0.494850,0.482839,0.065254,-0.612761,,,,,,,,,
6941,57.841667,0.116681,0.059923,-0.494888,0.482872,0.065255,-0.612648,,,,,,,,,
6942,57.850000,0.116618,0.059871,-0.494886,0.482967,0.065265,-0.612534,,,,,,,,,
6943,57.858333,0.116668,0.059905,-0.494986,0.482679,0.065117,-0.612972,,,,,,,,,
6944,57.866667,0.116668,0.060006,-0.494891,0.483035,0.065375,-0.612467,,,,,,,,,
6945,57.875000,0.116644,0.059969,-0.494850,0.482918,0.065313,-0.612586,,,,,,,,,
6946,57.883333,0.116668,0.059886,-0.494916,0.482846,0.065229,-0.612744,,,,,,,,,
6947,57.891667,0.116652,0.059853,-0.495009,0.482876,0.065182,-0.612763,,,,,,,,,
6948,57.900000,0.116685,0.059878,-0.494979,0.483010,0.065277,-0.612605,,,,,,,,,
6949,57.908333,0.116661,0.059878,-0.494906,0.482701,0.065118,-0.612908,,,,,,,,,
6950,57.916667,0.116636,0.059867,-0.494850,0.482681,0.065116,-0.612877,,,,,,,,,
6951,57.925000,0.116661,0.059939,-0.494879,0.482915,0.065278,-0.612624,,,,,,,,,
6952,57.933333,0.116683,0.060025,-0.494968,0.482850,0.065317,-0.612715,,,,,,,,,
6953,57.941667,0.116639,0.059942,-0.494845,0.482878,0.065284,-0.612659,,,,,,,,,
6954,57.950000,0.116640,0.059840,-0.494910,0.482978,0.065269,-0.612530,,,,,,,,,
6955,57.958333,0.116647,0.059840,-0.494946,0.482696,0.065062,-0.612962,,,,,,,,,
6956,57.966667,0.116636,0.059910,-0.494892,0.482738,0.065163,-0.612952,,,,,,,,,
6957,57.975000,0.116693,0.059992,-0.494922,0.482963,0.065341,-0.612601,,,,,,,,,
6958,57.983333,0.116657,0.059981,-0.494832,0.482845,0.065267,-0.612689,,,,,,,,,
6959,57.991667,0.116619,0.059923,-0.494856,0.482860,0.065268,-0.612682,,,,,,,,,
6960,58.000000,0.116647,0.059911,-0.494890,0.482958,0.065287,-0.612582,,,,,,,,,
6961,58.008333,0.116654,0.059903,-0.495001,0.482692,0.065125,-0.612931,,,,,,,,,
6962,58.016667,0.116622,0.059885,-0.494881,0.482650,0.065068,-0.612952,,,,,,,,,
6963,58.025000,0.116654,0.059845,-0.494945,0.482939,0.065241,-0.612625,,,,,,,,,
6964,58.033333,0.116658,0.059934,-0.494904,0.482850,0.065254,-0.612728,,,,,,,,,
6965,58.041667,0.116670,0.059984,-0.494826,0.482874,0.065302,-0.612675,,,,,,,,,
6966,58.050000,0.116670,0.059911,-0.494899,0.482968,0.065302,-0.612554,,,,,,,,,
6967,58.058333,0.116660,0.059896,-0.494869,0.482725,0.065145,-0.612919,,,,,,,,,
6968,58.066667,0.116659,0.059898,-0.494829,0.482730,0.065144,-0.612904,,,,,,,,,
6969,58.075000,0.116644,0.059844,-0.494933,0.482937,0.065246,-0.612606,,,,,,,,,
6970,58.083333,0.116629,0.059893,-0.494924,0.482841,0.065208,-0.612736,,,,,,,,,
6971,58.091667,0.116675,0.059983,-0.494907,0.482857,0.065278,-0.612661,,,,,,,,,
6972,58.100000,0.116663,0.059970,-0.494919,0.482949,0.065312,-0.612539,,,,,,,,,
6973,58.108333,0.116647,0.059910,-0.494967,0.482690,0.065154,-0.612909,,,,,,,,,
6974,58.116667,0.116610,0.059894,-0.494860,0.482707,0.065144,-0.612900,,,,,,,,,
6975,58.125000,0.116651,0.059880,-0.494829,0.482974,0.065254,-0.612574,,,,,,,,,
6976,58.133333,0.116657,0.059868,-0.494946,0.482861,0.065198,-0.612746,,,,,,,,,
6977,58.141667,0.116654,0.059856,-0.494914,0.482857,0.065204,-0.612727,,,,,,,,,
6978,58.150000,0.116665,0.059916,-0.494803,0.482954,0.065283,-0.612562,,,,,,,,,
6979,58.158333,0.116676,0.060005,-0.494915,0.482730,0.065206,-0.612863,,,,,,,,,
6980,58.166667,0.116653,0.059959,-0.494973,0.482713,0.065169,-0.612931,,,,,,,,,
6981,58.175000,0.116650,0.059889,-0.494947,0.482966,0.065278,-0.612560,,,,,,,,,
6982,58.183333,0.116629,0.059883,-0.494864,0.482837,0.065219,-0.612661,,,,,,,,,
6983,58.191667,0.116628,0.059831,-0.494885,0.482837,0.065211,-0.612737,,,,,,,,,
6984,58.200000,0.116641,0.059860,-0.494889,0.482935,0.065210,-0.612661,,,,,,,,,
6985,58.208333,0.116672,0.059954,-0.494893,0.482737,0.065195,-0.612875,,,,,,,,,
6986,58.216667,0.116662,0.059976,-0.494905,0.482729,0.065222,-0.612856,,,,,,,,,
6987,58.225000,0.116621,0.059894,-0.494866,0.482980,0.065282,-0.612537,,,,,,,,,
6988,58.233333,0.116649,0.059890,-0.494881,0.482888,0.065245,-0.612693,,,,,,,,,
6989,58.241667,0.116672,0.059937,-0.494968,0.482873,0.065219,-0.612747,,,,,,,,,
6990,58.250000,0.116619,0.059866,-0.494882,0.482916,0.065237,-0.612624,,,,,,,,,
6991,58.258333,0.116641,0.059847,-0.494922,0.482689,0.065122,-0.612884,,,,,,,,,
6992,58.266667,0.116662,0.059995,-0.494839,0.482701,0.065204,-0.612868,,,,,,,,,
6993,58.275000,0.116665,0.060007,-0.494925,0.482996,0.065372,-0.612481,,,,,,,,,
6994,58.283333,0.116630,0.059877,-0.494937,0.482870,0.065236,-0.612692,,,,,,,,,
6995,58.291667,0.116663,0.059872,-0.494947,0.482843,0.065179,-0.612764,,,,,,,,,
6996,58.300000,0.116628,0.059887,-0.494898,0.482927,0.065231,-0.612653,,,,,,,,,
6997,58.308333,0.116662,0.059861,-0.494919,0.482716,0.065130,-0.612921,,,,,,,,,
6998,58.316667,0.116655,0.059878,-0.494866,0.482715,0.065126,-0.612925,,,,,,,,,
6999,58.325000,0.116654,0.059942,-0.494842,0.483014,0.065343,-0.612482,,,,,,,,,
7000,58.333333,0.116639,0.059936,-0.494888,0.482876,0.065272,-0.612639,,,,,,,,,
7001,58.341667,0.116673,0.059949,-0.494977,0.482840,0.065242,-0.612741,,,,,,,,,
7002,58.350000,0.116667,0.059927,-0.494960,0.482899,0.065239,-0.612662,,,,,,,,,
7003,58.358333,0.116624,0.059855,-0.494855,0.482672,0.065051,-0.612948,,,,,,,,,
7004,58.366667,0.116649,0.059856,-0.494956,0.482671,0.065103,-0.612938,,,,,,,,,
7005,58.375000,0.116663,0.059994,-0.494931,0.483021,0.065355,-0.612483,,,,,,,,,
7006,58.383333,0.116681,0.059981,-0.494849,0.482912,0.065328,-0.612615,,,,,,,,,
7007,58.391667,0.116628,0.059875,-0.494926,0.482839,0.065219,-0.612737,,,,,,,,,
7008,58.400000,0.116634,0.059866,-0.494864,0.482902,0.065239,-0.612681,,,,,,,,,
7009,58.408333,0.116667,0.059939,-0.494880,0.483033,0.065333,-0.612497,,,,,,,,,
7010,58.416667,0.116660,0.059882,-0.494972,0.482707,0.065137,-0.612936,,,,,,,,,
7011,58.425000,0.116631,0.059824,-0.494980,0.482682,0.065037,-0.612966,,,,,,,,,
7012,58.433333,0.116648,0.059885,-0.494916,0.482902,0.065270,-0.612641,,,,,,,,,
7013,58.441667,0.116679,0.060008,-0.494910,0.482866,0.065327,-0.612676,,,,,,,,,
7014,58.450000,0.116657,0.059947,-0.494928,0.482895,0.065271,-0.612648,,,,,,,,,
7015,58.458333,0.116647,0.059840,-0.494912,0.482999,0.065290,-0.612509,,,,,,,,,
7016,58.466667,0.116649,0.059855,-0.494926,0.482703,0.065118,-0.612910,,,,,,,,,
7017,58.475000,0.116667,0.059927,-0.494951,0.483044,0.065320,-0.612496,,,,,,,,,
7018,58.483333,0.116650,0.059894,-0.494932,0.482906,0.065244,-0.612657,,,,,,,,,
7019,58.491667,0.116642,0.059894,-0.494906,0.482839,0.065219,-0.612730,,,,,,,,,
7020,58.500000,0.116634,0.059960,-0.494847,0.482880,0.065276,-0.612648,,,,,,,,,
7021,58.508333,0.116651,0.059994,-0.494926,0.483002,0.065377,-0.612480,,,,,,,,,
7022,58.516667,0.116643,0.059901,-0.494910,0.482712,0.065157,-0.612934,,,,,,,,,
7023,58.525000,0.116639,0.059842,-0.494971,0.482682,0.065051,-0.612948,,,,,,,,,
7024,58.533333,0.116651,0.059834,-0.494903,0.482898,0.065231,-0.612640,,,,,,,,,
7025,58.541667,0.116653,0.059893,-0.494828,0.482847,0.065205,-0.612742,,,,,,,,,
7026,58.550000,0.116681,0.059972,-0.494901,0.482903,0.065254,-0.612651,,,,,,,,,
7027,58.558333,0.116675,0.059969,-0.494815,0.483011,0.065333,-0.612493,,,,,,,,,
7028,58.566667,0.116654,0.059914,-0.494929,0.482722,0.065178,-0.612900,,,,,,,,,
7029,58.575000,0.116661,0.059922,-0.494957,0.482712,0.065151,-0.612922,,,,,,,,,
7030,58.583333,0.116669,0.059909,-0.494882,0.482934,0.065254,-0.612589,,,,,,,,,
7031,58.591667,0.116640,0.059857,-0.494865,0.482832,0.065200,-0.612745,,,,,,,,,
7032,58.600000,0.116634,0.059827,-0.494939,0.482866,0.065173,-0.612751,,,,,,,,,
7033,58.608333,0.116665,0.059910,-0.494915,0.482986,0.065309,-0.612507,,,,,,,,,
7034,58.616667,0.116666,0.059975,-0.494889,0.482740,0.065227,-0.612833,,,,,,,,,
7035,58.625000,0.116662,0.059929,-0.494946,0.482691,0.065128,-0.612917,,,,,,,,,
7036,58.633333,0.116643,0.059847,-0.494942,0.482932,0.065202,-0.612646,,,,,,,,,
7037,58.641667,0.116665,0.059924,-0.494931,0.482860,0.065247,-0.612743,,,,,,,,,
7038,58.650000,0.116636,0.059937,-0.494894,0.482880,0.065246,-0.612718,,,,,,,,,
7039,58.658333,0.116667,0.059908,-0.494925,0.482987,0.065297,-0.612562,,,,,,,,,
7040,58.666667,0.116651,0.059923,-0.494933,0.482710,0.065159,-0.612914,,,,,,,,,
7041,58.675000,0.116665,0.060011,-0.494910,0.482705,0.065222,-0.612866,,,,,,,,,
7042,58.683333,0.116687,0.059931,-0.494848,0.482960,0.065309,-0.612537,,,,,,,,,
7043,58.691667,0.116647,0.059873,-0.494941,0.482851,0.065227,-0.612706,,,,,,,,,
7044,58.700000,0.116656,0.059894,-0.494969,0.482870,0.065232,-0.612772,,,,,,,,,
7045,58.708333,0.116635,0.059833,-0.494896,0.482951,0.065228,-0.612604,,,,,,,,,
7046,58.716667,0.116658,0.059883,-0.494920,0.482715,0.065134,-0.612901,,,,,,,,,
7047,58.725000,0.116668,0.059973,-0.494896,0.482738,0.065237,-0.612865,,,,,,,,,
7048,58.733333,0.116636,0.059915,-0.494850,0.482972,0.065310,-0.612559,,,,,,,,,
7049,58.741667,0.116634,0.059909,-0.494948,0.482861,0.065224,-0.612756,,,,,,,,,
7050,58.750000,0.116639,0.059965,-0.494931,0.482875,0.065297,-0.612708,,,,,,,,,
7051,58.758333,0.116654,0.059903,-0.494914,0.482957,0.065286,-0.612565,,,,,,,,,
7052,58.766667,0.116623,0.059815,-0.494909,0.482664,0.065025,-0.612983,,,,,,,,,
7053,58.775000,0.116646,0.059896,-0.494937,0.482681,0.065145,-0.612900,,,,,,,,,
7054,58.783333,0.116664,0.060014,-0.494831,0.482984,0.065372,-0.612486,,,,,,,,,
7055,58.791667,0.116664,0.059997,-0.494909,0.482882,0.065296,-0.612670,,,,,,,,,
7056,58.800000,0.116631,0.059852,-0.494912,0.482860,0.065153,-0.612807,,,,,,,,,
7057,58.808333,0.116661,0.059888,-0.494907,0.482951,0.065283,-0.612589,,,,,,,,,
7058,58.816667,0.116696,0.059928,-0.494886,0.482739,0.065174,-0.612851,,,,,,,,,
7059,58.825000,0.116654,0.059859,-0.494881,0.482721,0.065091,-0.612990,,,,,,,,,
7060,58.833333,0.116615,0.059787,-0.494899,0.482959,0.065208,-0.612614,,,,,,,,,
7061,58.841667,0.116654,0.059989,-0.494787,0.482872,0.065292,-0.612641,,,,,,,,,
7062,58.850000,0.116689,0.060021,-0.494819,0.482844,0.065305,-0.612687,,,,,,,,,
7063,58.858333,0.116631,0.059922,-0.494868,0.482917,0.065277,-0.612627,,,,,,,,,
7064,58.866667,0.116639,0.059856,-0.494953,0.482709,0.065080,-0.612958,,,,,,,,,
7065,58.875000,0.116659,0.059861,-0.494921,0.482692,0.065111,-0.612895,,,,,,,,,
7066,58.883333,0.116648,0.059881,-0.494954,0.482980,0.065282,-0.612567,,,,,,,,,
7067,58.891667,0.116648,0.059924,-0.494871,0.482886,0.065254,-0.612721,,,,,,,,,
7068,58.900000,0.116634,0.059971,-0.494861,0.482867,0.065247,-0.612724,,,,,,,,,
7069,58.908333,0.116649,0.059951,-0.494869,0.482928,0.065315,-0.612590,,,,,,,,,
7070,58.916667,0.116638,0.059905,-0.494871,0.483029,0.065329,-0.612472,,,,,,,,,
7071,58.925000,0.116666,0.059903,-0.494972,0.482714,0.065125,-0.612952,,,,,,,,,
7072,58.933333,0.116659,0.059869,-0.494955,0.482998,0.065273,-0.612551,,,,,,,,,
7073,58.941667,0.116669,0.059870,-0.494901,0.482861,0.065232,-0.612668,,,,,,,,,
7074,58.950000,0.116650,0.059912,-0.494899,0.482844,0.065239,-0.612715,,,,,,,,,
7075,58.958333,0.116659,0.059971,-0.494909,0.482909,0.065300,-0.612627,,,,,,,,,
7076,58.966667,0.116647,0.059946,-0.494873,0.483019,0.065337,-0.612490,,,,,,,,,
7077,58.975000,0.116655,0.059916,-0.494921,0.482706,0.065183,-0.612897,,,,,,,,,
7078,58.983333,0.116650,0.059833,-0.494926,0.482985,0.065255,-0.612546,,,,,,,,,
7079,58.991667,0.116645,0.059827,-0.494973,0.482897,0.065201,-0.612712,,,,,,,,,
7080,59.000000,0.116647,0.059890,-0.494939,0.482862,0.065222,-0.612742,,,,,,,,,
7081,59.008333,0.116671,0.059952,-0.494892,0.482910,0.065273,-0.612626,,,,,,,,,
7082,59.016667,0.116645,0.059919,-0.494925,0.483009,0.065328,-0.612487,,,,,,,,,
7083,59.025000,0.116640,0.059929,-0.494838,0.482697,0.065173,-0.612875,,,,,,,,,
7084,59.033333,0.116625,0.059961,-0.494892,0.483009,0.065336,-0.612472,,,,,,,,,
7085,59.041667,0.116663,0.059887,-0.494960,0.482905,0.065252,-0.612669,,,,,,,,,
7086,59.050000,0.116631,0.059834,-0.494922,0.482836,0.065190,-0.612774,,,,,,,,,
7087,59.058333,0.116656,0.059920,-0.494926,0.482902,0.065256,-0.612646,,,,,,,,,
7088,59.066667,0.116675,0.059943,-0.494871,0.483034,0.065376,-0.612462,,,,,,,,,
7089,59.075000,0.116670,0.059916,-0.494891,0.482732,0.065174,-0.612874,,,,,,,,,
7090,59.083333,0.116643,0.059902,-0.494959,0.483034,0.065328,-0.612508,,,,,,,,,
7091,59.091667,0.116646,0.059889,-0.494857,0.482928,0.065268,-0.612632,,,,,,,,,
7092,59.100000,0.116666,0.059884,-0.494900,0.482853,0.065223,-0.612719,,,,,,,,,
7093,59.108333,0.116642,0.059840,-0.494997,0.482869,0.065177,-0.612755,,,,,,,,,
7094,59.116667,0.116639,0.059847,-0.494995,0.482987,0.065225,-0.612598,,,,,,,,,
7095,59.125000,0.116662,0.059961,-0.494814,0.482734,0.065226,-0.612829,,,,,,,,,
7096,59.133333,0.116658,0.060024,-0.494850,0.483027,0.065409,-0.612429,,,,,,,,,
7097,59.141667,0.116631,0.059877,-0.494850,0.482903,0.065267,-0.612646,,,,,,,,,
7098,59.150000,0.116651,0.059856,-0.494962,0.482851,0.065191,-0.612761,,,,,,,,,
7099,59.158333,0.116671,0.059948,-0.494894,0.482906,0.065270,-0.612683,,,,,,,,,
7100,59.166667,0.116675,0.059909,-0.494900,0.483011,0.065314,-0.612502,,,,,,,,,
7101,59.175000,0.116629,0.059805,-0.494829,0.482711,0.065044,-0.612937,,,,,,,,,
7102,59.183333,0.116666,0.059921,-0.494853,0.482728,0.065139,-0.612909,,,,,,,,,
7103,59.191667,0.116676,0.060006,-0.494893,0.482950,0.065357,-0.612546,,,,,,,,,
7104,59.200000,0.116661,0.059950,-0.494919,0.482865,0.065257,-0.612704,,,,,,,,,
7105,59.208333,0.116631,0.059877,-0.494939,0.482881,0.065212,-0.612722,,,,,,,,,
7106,59.216667,0.116629,0.059825,-0.494852,0.482989,0.065277,-0.612547,,,,,,,,,
7107,59.225000,0.116654,0.059887,-0.494941,0.482699,0.065123,-0.612931,,,,,,,,,
7108,59.233333,0.116659,0.059909,-0.494898,0.482722,0.065150,-0.612933,,,,,,,,,
7109,59.241667,0.116667,0.059963,-0.494900,0.482948,0.065300,-0.612599,,,,,,,,,
7110,59.250000,0.116664,0.059947,-0.494842,0.482866,0.065287,-0.612676,,,,,,,,,
7111,59.258333,0.116645,0.059920,-0.494857,0.482870,0.065266,-0.612689,,,,,,,,,
7112,59.266667,0.116638,0.059898,-0.494923,0.482973,0.065256,-0.612577,,,,,,,,,
7113,59.275000,0.116660,0.059896,-0.494983,0.482705,0.065130,-0.612942,,,,,,,,,
7114,59.283333,0.116637,0.059868,-0.494880,0.482688,0.065111,-0.612910,,,,,,,,,
7115,59.291667,0.116608,0.059898,-0.494811,0.482928,0.065258,-0.612572,,,,,,,,,
7116,59.300000,0.116675,0.059982,-0.494965,0.482845,0.065279,-0.612714,,,,,,,,,
7117,59.308333,0.116638,0.059996,-0.494922,0.482885,0.065276,-0.612699,,,,,,,,,
7118,59.316667,0.116642,0.059885,-0.494879,0.482987,0.065282,-0.612528,,,,,,,,,
7119,59.325000,0.116664,0.059879,-0.494872,0.482738,0.065154,-0.612863,,,,,,,,,
7120,59.333333,0.116658,0.059868,-0.494913,0.482712,0.065115,-0.612964,,,,,,,,,
7121,59.341667,0.116656,0.059834,-0.494953,0.482970,0.065259,-0.612634,,,,,,,,,
7122,59.350000,0.116675,0.059957,-0.494893,0.482866,0.065277,-0.612675,,,,,,,,,
7123,59.358333,0.116657,0.059983,-0.494884,0.482871,0.065303,-0.612642,,,,,,,,,
7124,59.366667,0.116639,0.059924,-0.494910,0.482960,0.065274,-0.612574,,,,,,,,,
7125,59.375000,0.116632,0.059943,-0.494954,0.482687,0.065136,-0.612946,,,,,,,,,
7126,59.383333,0.116657,0.059906,-0.494868,0.482703,0.065138,-0.612923,,,,,,,,,
7127,59.391667,0.116648,0.059840,-0.494835,0.482951,0.065237,-0.612576,,,,,,,,,
7128,59.400000,0.116655,0.059845,-0.494956,0.482843,0.065176,-0.612759,,,,,,,,,
7129,59.408333,0.116663,0.059942,-0.494945,0.482894,0.065271,-0.612727,,,,,,,,,
7130,59.416667,0.116696,0.059966,-0.494882,0.482997,0.065344,-0.612540,,,,,,,,,
7131,59.425000,0.116642,0.059905,-0.494922,0.482702,0.065135,-0.612893,,,,,,,,,
7132,59.433333,0.116628,0.059879,-0.494988,0.482694,0.065142,-0.612946,,,,,,,,,
7133,59.441667,0.116652,0.059917,-0.494874,0.482981,0.065299,-0.612550,,,,,,,,,
7134,59.450000,0.116649,0.059888,-0.494912,0.482849,0.065236,-0.612689,,,,,,,,,
7135,59.458333,0.116650,0.059890,-0.494825,0.482838,0.065234,-0.612705,,,,,,,,,
7136,59.466667,0.116654,0.059905,-0.494846,0.482925,0.065269,-0.612591,,,,,,,,,
7137,59.475000,0.116680,0.059945,-0.494917,0.482727,0.065202,-0.612873,,,,,,,,,
7138,59.483333,0.116623,0.059929,-0.494884,0.482718,0.065186,-0.612882,,,,,,,,,
7139,59.491667,0.116658,0.059886,-0.494924,0.482991,0.065295,-0.612545,,,,,,,,,
7140,59.500000,0.116668,0.059895,-0.494942,0.482882,0.065218,-0.612728,,,,,,,,,
7141,59.508333,0.116644,0.059881,-0.494923,0.482848,0.065204,-0.612773,,,,,,,,,
7142,59.516667,0.116651,0.059891,-0.494946,0.482934,0.065269,-0.612617,,,,,,,,,
7143,59.525000,0.116664,0.059918,-0.494895,0.482727,0.065180,-0.612852,,,,,,,,,
7144,59.533333,0.116652,0.059965,-0.494940,0.482705,0.065191,-0.612878,,,,,,,,,
7145,59.541667,0.116646,0.059949,-0.494912,0.482978,0.065308,-0.612536,,,,,,,,,
7146,59.550000,0.116647,0.059895,-0.494831,0.482886,0.065253,-0.612662,,,,,,,,,
7147,59.558333,0.116678,0.059884,-0.494937,0.482853,0.065222,-0.612734,,,,,,,,,
7148,59.566667,0.116645,0.059838,-0.494953,0.482930,0.065215,-0.612660,,,,,,,,,
7149,59.575000,0.116662,0.059891,-0.494932,0.482743,0.065158,-0.612922,,,,,,,,,
7150,59.583333,0.116663,0.059945,-0.494872,0.482755,0.065219,-0.612832,,,,,,,,,
7151,59.591667,0.116657,0.059944,-0.494878,0.483010,0.065320,-0.612472,,,,,,,,,
7152,59.600000,0.116679,0.059927,-0.494947,0.482884,0.065255,-0.612674,,,,,,,,,
7153,59.608333,0.116660,0.059937,-0.494904,0.482853,0.065226,-0.612727,,,,,,,,,
7154,59.616667,0.116648,0.059871,-0.494953,0.482908,0.065243,-0.612635,,,,,,,,,
7155,59.625000,0.116639,0.059820,-0.494958,0.482671,0.065075,-0.612960,,,,,,,,,
7156,59.633333,0.116639,0.059847,-0.494883,0.482685,0.065094,-0.612925,,,,,,,,,
7157,59.641667,0.116680,0.059961,-0.494924,0.483023,0.065338,-0.612473,,,,,,,,,
7158,59.650000,0.116645,0.060007,-0.494887,0.482907,0.065321,-0.612633,,,,,,,,,
7159,59.658333,0.116644,0.059922,-0.494891,0.482850,0.065257,-0.612698,,,,,,,,,
7160,59.666667,0.116649,0.059877,-0.494910,0.482911,0.065219,-0.612660,,,,,,,,,
7161,59.675000,0.116656,0.059873,-0.494887,0.482697,0.065129,-0.612955,,,,,,,,,
7162,59.683333,0.116638,0.059873,-0.494890,0.482712,0.065116,-0.612928,,,,,,,,,
7163,59.691667,0.116663,0.059907,-0.494893,0.483016,0.065301,-0.612469,,,,,,,,,
7164,59.700000,0.116656,0.059916,-0.494916,0.482906,0.065291,-0.612617,,,,,,,,,
7165,59.708333,0.116650,0.059951,-0.494935,0.482840,0.065249,-0.612694,,,,,,,,,
7166,59.716667,0.116632,0.059921,-0.494895,0.482899,0.065254,-0.612637,,,,,,,,,
7167,59.725000,0.116651,0.059884,-0.494948,0.482998,0.065282,-0.612508,,,,,,,,,
7168,59.733333,0.116643,0.059851,-0.494850,0.482705,0.065097,-0.612913,,,,,,,,,
7169,59.741667,0.116627,0.059843,-0.494926,0.482699,0.065092,-0.612948,,,,,,,,,
7170,59.750000,0.116680,0.059913,-0.494924,0.482921,0.065239,-0.612644,,,,,,,,,
7171,59.758333,0.116673,0.060025,-0.494836,0.482884,0.065314,-0.612676,,,,,,,,,
7172,59.766667,0.116651,0.059957,-0.494886,0.482911,0.065289,-0.612607,,,,,,,,,
7173,59.775000,0.116640,0.059879,-0.494958,0.483001,0.065290,-0.612529,,,,,,,,,
7174,59.783333,0.116618,0.059931,-0.494934,0.482690,0.065152,-0.612945,,,,,,,,,
7175,59.791667,0.116666,0.059917,-0.494917,0.482703,0.065136,-0.612896,,,,,,,,,
7176,59.800000,0.116651,0.059833,-0.494926,0.482914,0.065217,-0.612641,,,,,,,,,
7177,59.808333,0.116663,0.059905,-0.494939,0.482851,0.065222,-0.612710,,,,,,,,,
7178,59.816667,0.116675,0.059966,-0.494833,0.482908,0.065306,-0.612639,,,,,,,,,
7179,59.825000,0.116656,0.059906,-0.494907,0.483007,0.065305,-0.612519,,,,,,,,,
7180,59.833333,0.116643,0.059900,-0.494870,0.482722,0.065165,-0.612886,,,,,,,,,
7181,59.841667,0.116652,0.059910,-0.494829,0.482743,0.065154,-0.612877,,,,,,,,,
7182,59.850000,0.116670,0.059871,-0.494939,0.482950,0.065261,-0.612628,,,,,,,,,
7183,59.858333,0.116603,0.059874,-0.494871,0.482840,0.065216,-0.612742,,,,,,,,,
7184,59.866667,0.116660,0.059928,-0.494810,0.482877,0.065280,-0.612658,,,,,,,,,
7185,59.875000,0.116664,0.059981,-0.494905,0.482992,0.065360,-0.612483,,,,,,,,,
7186,59.883333,0.116634,0.059953,-0.494864,0.482700,0.065184,-0.612917,,,,,,,,,
7187,59.891667,0.116636,0.059902,-0.494912,0.482690,0.065126,-0.612947,,,,,,,,,
