### HEADER for file 'data.log', written on 11/03/18
0000000007	000000	08	00	0000001204
0000000007	000000	08	01	0000000305
0000000007	000000	08	02	0000001104
0000000007	000000	08	03	0000001410
0000000007	000000	08	04	0000000882
0000000007	000000	08	05	0000002008
0000000007	000000	08	06	0000001382
0000000007	000000	08	07	0000000756
0000000007	000000	08	08	0000001207
0000000007	000000	08	09	0000002028
0000000007	000000	08	10	0000001026
0000000007	000000	08	11	0000001609
0000000007	000000	08	12	0000002169
0000000007	000000	08	13	0000001266
0000000007	000000	08	14	0000001684
0000000007	000000	08	15	0000001760
0000000007	000000	08	16	0000001237
0000000007	000000	08	17	0000001454
0000000007	000000	08	18	0000001710
0000000007	000000	08	19	0000000900
0000000007	000000	08	20	0000001492
0000000007	000000	08	21	0000001770
0000000007	000000	08	22	0000001092
0000000007	000000	08	23	0000001529
0000000007	000000	08	24	0000001306
0000000007	000000	08	25	0000000933
0000000007	000000	08	26	0000001394
0000000007	000000	08	27	0000001137
0000000007	000000	08	28	0000000333
0000000007	000000	08	29	0000001144
0000000008	000001	08	00	0000001160
0000000008	000001	08	01	0000000868
0000000008	000001	08	02	0000001246
0000000008	000001	08	03	0000001459
0000000008	000001	08	04	0000000811
0000000008	000001	08	05	0000002159
0000000008	000001	08	06	0000001422
0000000008	000001	08	07	0000000759
0000000008	000001	08	08	0000001301
0000000008	000001	08	09	0000001870
0000000008	000001	08	10	0000001123
0000000008	000001	08	11	0000001711
0000000008	000001	08	12	0000002259
0000000008	000001	08	13	0000001367
0000000008	000001	08	14	0000001735
0000000008	000001	08	15	0000001948
0000000008	000001	08	16	0000001272
0000000008	000001	08	17	0000001527
0000000008	000001	08	18	0000001808
0000000008	000001	08	19	0000000977
0000000008	000001	08	20	0000001589
0000000008	000001	08	21	0000001783
0000000008	000001	08	22	0000001126
0000000008	000001	08	23	0000001564
0000000008	000001	08	24	0000001352
0000000008	000001	08	25	0000001032
0000000008	000001	08	26	0000001485
0000000008	000001	08	27	0000001220
0000000008	000001	08	28	0000000839
0000000008	000001	08	29	0000001215
0000000009	000002	08	00	0000001130
0000000009	000002	08	01	0000000675
0000000009	000002	08	02	0000001115
0000000009	000002	08	03	0000001330
0000000009	000002	08	04	0000000664
0000000009	000002	08	05	0000001254
0000000009	000002	08	06	0000001344
0000000009	000002	08	07	0000000659
0000000009	000002	08	08	0000001203
0000000009	000002	08	09	0000001627
0000000009	000002	08	10	0000001018
0000000009	000002	08	11	0000001622
0000000009	000002	08	12	0000002246
0000000009	000002	08	13	0000001299
0000000009	000002	08	14	0000001701
0000000009	000002	08	15	0000001813
0000000009	000002	08	16	0000001222
0000000009	000002	08	17	0000001418
0000000009	000002	08	18	0000001715
0000000009	000002	08	19	0000000880
0000000009	000002	08	20	0000001540
0000000009	000002	08	21	0000001783
0000000009	000002	08	22	0000001132
0000000009	000002	08	23	0000001576
0000000009	000002	08	24	0000001333
0000000009	000002	08	25	0000001028
0000000009	000002	08	26	0000001398
0000000009	000002	08	27	0000001257
0000000009	000002	08	28	0000000427
0000000009	000002	08	29	0000001236
0000000010	000003	08	00	0000001207
0000000010	000003	08	01	0000000647
0000000010	000003	08	02	0000001226
0000000010	000003	08	03	0000001473
0000000010	000003	08	04	0000000720
0000000010	000003	08	05	0000001347
0000000010	000003	08	06	0000001411
0000000010	000003	08	07	0000000762
0000000010	000003	08	08	0000001267
0000000010	000003	08	09	0000002022
0000000010	000003	08	10	0000001111
0000000010	000003	08	11	0000001671
0000000010	000003	08	12	0000002223
0000000010	000003	08	13	0000001354
0000000010	000003	08	14	0000001760
0000000010	000003	08	15	0000001851
0000000010	000003	08	16	0000001305
0000000010	000003	08	17	0000001444
0000000010	000003	08	18	0000001752
0000000010	000003	08	19	0000000939
0000000010	000003	08	20	0000001594
0000000010	000003	08	21	0000001779
0000000010	000003	08	22	0000001116
0000000010	000003	08	23	0000001718
0000000010	000003	08	24	0000001403
0000000010	000003	08	25	0000001106
0000000010	000003	08	26	0000001441
0000000010	000003	08	27	0000001308
0000000010	000003	08	28	0000000467
0000000010	000003	08	29	0000001307
0000000011	000004	08	00	0000001275
0000000011	000004	08	01	0000000381
0000000011	000004	08	02	0000001231
0000000011	000004	08	03	0000001476
0000000011	000004	08	04	0000000812
0000000011	000004	08	05	0000001507
0000000011	000004	08	06	0000001444
0000000011	000004	08	07	0000000785
0000000011	000004	08	08	0000001293
0000000011	000004	08	09	0000002197
0000000011	000004	08	10	0000001130
0000000011	000004	08	11	0000001699
0000000011	000004	08	12	0000002189
